<<<<<<< HEAD
Player,Tm,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Year,combineId,playerId,combineYear,combineHeight,combineWeight,collegeId,nflId,heightInches,weight,ageAtDraft,team_wins,team_losses,team_win_loss_perc,team_points,team_points_opp,team_points_diff,team_g,team_total_yards,team_plays_offense,team_yds_per_play_offense,team_turnovers,team_fumbles_lost,team_first_down,team_pass_cmp,team_pass_att,team_pass_yds,team_pass_td,team_pass_int,team_pass_net_yds_per_att,team_pass_fd,team_rush_att,team_rush_yds,team_rush_td,team_rush_yds_per_att,team_rush_fd,team_penalties,team_penalties_yds,team_pen_fd,team_score_pct,team_turnover_pct,team_exp_pts_tot
Alex Bannister,Bengals,27.0,3.0,0.0,5.0,3.0,22.0,7.3,0.0,2.0,40.0,10.0,4.4,1.0,7.3,0.0,2006.0,14613.0,20010140.0,2001.0,76.6,201.0,40475.0,2504617.0,77.0,207.0,22.01095890410959,11.0,5.0,0.688,421.0,350.0,71.0,16.0,5730.0,1018.0,5.6,20.0,6.0,342.0,362.0,538.0,3820.0,32.0,14.0,6.8,203.0,459.0,1910.0,15.0,4.2,109.0,110.0,920.0,30.0,41.9,11.2,-62.24
David Terrell,Texans,26.0,7.0,0.0,4.0,3.0,22.0,7.3,0.0,0.0,0.0,8.0,5.5,0.4,3.1,2.0,2006.0,14831.0,20010008.0,2001.0,75.1,213.0,48109.0,2504761.0,75.0,212.0,22.12328767123288,2.0,14.0,0.125,260.0,431.0,-171.0,16.0,4053.0,954.0,4.2,24.0,11.0,243.0,270.0,449.0,2237.0,15.0,13.0,4.3,142.0,437.0,1816.0,9.0,4.2,89.0,106.0,854.0,12.0,28.9,12.7,-206.24
Chad Johnson,Chiefs,24.0,10.0,0.0,4.0,3.0,23.0,7.7,0.0,2.0,75.0,11.0,5.8,0.3,2.3,0.0,2006.0,14725.0,20010036.0,2001.0,73.0,192.0,97331.0,2504651.0,73.0,188.0,23.295890410958904,10.0,6.0,0.625,403.0,325.0,78.0,16.0,6192.0,1059.0,5.8,23.0,13.0,347.0,317.0,507.0,3810.0,17.0,10.0,7.1,182.0,520.0,2382.0,26.0,4.6,138.0,115.0,890.0,27.0,38.3,11.5,-15.0
Laveranues Coles,Patriots,24.0,2.0,0.0,2.0,2.0,7.0,3.5,0.0,1.0,100.0,5.0,3.5,1.0,3.5,0.0,2006.0,14392.0,20000078.0,2000.0,71.3,192.0,32306.0,2503902.0,71.0,200.0,22.30958904109589,10.0,6.0,0.625,379.0,338.0,41.0,16.0,5632.0,1031.0,5.5,24.0,9.0,334.0,352.0,564.0,4120.0,28.0,15.0,7.0,204.0,439.0,1512.0,16.0,3.4,101.0,110.0,921.0,29.0,34.8,13.0,-89.97
Hines Ward,Lions,26.0,14.0,0.0,10.0,2.0,10.0,5.0,0.0,1.0,20.0,8.0,1.0,0.1,0.7,4.0,2006.0,13944.0,19980092.0,1998.0,71.6,195.0,30602.0,2503532.0,72.0,205.0,22.126027397260277,5.0,11.0,0.313,254.0,345.0,-91.0,16.0,4319.0,955.0,4.5,30.0,12.0,258.0,297.0,520.0,2848.0,15.0,18.0,5.2,151.0,404.0,1471.0,10.0,3.6,69.0,115.0,838.0,38.0,24.6,15.6,-187.33
Terrell Owens,Packers,24.0,7.0,0.0,5.0,2.0,16.0,8.0,0.0,2.0,40.0,12.0,3.2,0.3,2.3,0.0,2006.0,13258.0,19960089.0,1996.0,74.9,213.0,37403.0,2502377.0,75.0,224.0,22.383561643835616,4.0,12.0,0.25,298.0,344.0,-46.0,16.0,5118.0,1051.0,4.9,45.0,15.0,318.0,383.0,626.0,3766.0,20.0,30.0,5.8,206.0,398.0,1352.0,11.0,3.4,76.0,119.0,918.0,36.0,27.0,22.2,-157.53
Jimmy Smith,Chiefs,29.0,14.0,0.0,9.0,2.0,17.0,8.5,0.0,1.0,22.2,13.0,1.9,0.1,1.2,0.0,2006.0,12002.0,19920036.0,1992.0,72.8,200.0,39217.0,2503028.0,73.0,202.0,23.22465753424657,10.0,6.0,0.625,403.0,325.0,78.0,16.0,6192.0,1059.0,5.8,23.0,13.0,347.0,317.0,507.0,3810.0,17.0,10.0,7.1,182.0,520.0,2382.0,26.0,4.6,138.0,115.0,890.0,27.0,38.3,11.5,-15.0
Anquan Boldin,Ravens,24.0,10.0,1.0,6.0,2.0,1.0,0.5,1.0,1.0,16.7,4.0,0.2,0.2,0.1,0.0,2006.0,15157.0,20030054.0,2003.0,72.6,216.0,32306.0,2505587.0,73.0,220.0,22.575342465753423,6.0,10.0,0.375,265.0,299.0,-34.0,16.0,4693.0,1056.0,4.4,36.0,15.0,286.0,335.0,562.0,3088.0,17.0,21.0,5.1,163.0,452.0,1605.0,5.0,3.6,97.0,139.0,1067.0,26.0,27.2,18.3,-237.85
David Givens,Steelers,30.0,16.0,0.0,4.0,2.0,29.0,14.5,0.0,2.0,50.0,15.0,7.3,0.1,1.8,1.0,2006.0,14965.0,20020253.0,2002.0,72.0,217.0,46556.0,2505214.0,72.0,215.0,21.69041095890411,11.0,5.0,0.688,389.0,258.0,131.0,16.0,5149.0,960.0,5.4,23.0,9.0,297.0,228.0,379.0,2926.0,21.0,14.0,7.1,144.0,549.0,2223.0,21.0,4.0,120.0,99.0,876.0,33.0,36.1,10.9,-59.51
Ronald Curry,Titans,23.0,12.0,0.0,7.0,2.0,28.0,14.0,0.0,1.0,14.3,21.0,4.0,0.2,2.3,0.0,2006.0,14927.0,20020235.0,2002.0,73.9,220.0,27599.0,2505200.0,74.0,210.0,22.912328767123288,4.0,12.0,0.25,299.0,421.0,-122.0,16.0,5122.0,1022.0,5.0,26.0,12.0,279.0,358.0,594.0,3597.0,20.0,14.0,5.8,191.0,397.0,1525.0,8.0,3.8,72.0,125.0,1002.0,16.0,26.4,13.5,-242.78
Troy Edwards,Dolphins,27.0,3.0,0.0,2.0,2.0,14.0,7.0,0.0,1.0,50.0,9.0,7.0,0.7,4.7,0.0,2006.0,14058.0,19990013.0,1999.0,69.5,191.0,71272.0,2500520.0,70.0,195.0,22.04109589041096,9.0,7.0,0.563,318.0,317.0,1.0,16.0,5198.0,1026.0,5.1,30.0,14.0,274.0,291.0,556.0,3300.0,22.0,16.0,5.7,159.0,444.0,1898.0,11.0,4.3,93.0,132.0,1055.0,22.0,28.7,14.4,-163.29
Cedrick Wilson,Browns,22.0,4.0,1.0,6.0,2.0,32.0,16.0,0.0,2.0,33.3,16.0,5.3,0.5,8.0,0.0,2006.0,14863.0,20010169.0,2001.0,69.8,179.0,37998.0,2504701.0,70.0,183.0,22.35890410958904,6.0,10.0,0.375,232.0,301.0,-69.0,16.0,4550.0,938.0,4.9,30.0,13.0,241.0,297.0,497.0,3047.0,15.0,17.0,5.6,149.0,395.0,1503.0,4.0,3.8,76.0,99.0,770.0,16.0,25.8,16.9,-234.39
Santana Moss,Raiders,26.0,2.0,0.0,2.0,1.0,9.0,9.0,0.0,0.0,0.0,9.0,4.5,0.5,4.5,0.0,2006.0,14769.0,20010016.0,2001.0,69.6,184.0,33124.0,2504743.0,70.0,189.0,21.90410958904109,4.0,12.0,0.25,290.0,383.0,-93.0,16.0,4951.0,997.0,5.0,23.0,9.0,294.0,316.0,591.0,3582.0,21.0,14.0,5.6,189.0,361.0,1369.0,11.0,3.8,80.0,147.0,1132.0,25.0,28.4,11.5,-147.25
Brandon Lloyd,Texans,23.0,9.0,0.0,1.0,1.0,27.0,27.0,0.0,1.0,100.0,27.0,27.0,0.1,3.0,0.0,2006.0,15269.0,20030124.0,2003.0,72.1,184.0,61801.0,2505600.0,72.0,200.0,21.82191780821918,2.0,14.0,0.125,260.0,431.0,-171.0,16.0,4053.0,954.0,4.2,24.0,11.0,243.0,270.0,449.0,2237.0,15.0,13.0,4.3,142.0,437.0,1816.0,9.0,4.2,89.0,106.0,854.0,12.0,28.9,12.7,-206.24
Curtis Conway,Raiders,23.0,1.0,0.0,1.0,1.0,9.0,9.0,0.0,1.0,100.0,9.0,9.0,1.0,9.0,0.0,2006.0,12156.0,19930007.0,1993.0,72.3,185.0,90089.0,2500179.0,73.0,200.0,22.295890410958904,4.0,12.0,0.25,290.0,383.0,-93.0,16.0,4951.0,997.0,5.0,23.0,9.0,294.0,316.0,591.0,3582.0,21.0,14.0,5.6,189.0,361.0,1369.0,11.0,3.8,80.0,147.0,1132.0,25.0,28.4,11.5,-147.25
Joey Galloway,Bengals,22.0,11.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.5,0.1,0.3,0.0,2006.0,12845.0,19950008.0,1995.0,70.4,188.0,43210.0,2500744.0,71.0,197.0,23.435616438356163,11.0,5.0,0.688,421.0,350.0,71.0,16.0,5730.0,1018.0,5.6,20.0,6.0,342.0,362.0,538.0,3820.0,32.0,14.0,6.8,203.0,459.0,1910.0,15.0,4.2,109.0,110.0,920.0,30.0,41.9,11.2,-62.24
Dante Hall,Texans,31.0,4.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.3,1.3,0.0,2006.0,14440.0,20000153.0,2000.0,67.8,191.0,77843.0,2504165.0,68.0,187.0,21.583561643835612,2.0,14.0,0.125,260.0,431.0,-171.0,16.0,4053.0,954.0,4.2,24.0,11.0,243.0,270.0,449.0,2237.0,15.0,13.0,4.3,142.0,437.0,1816.0,9.0,4.2,89.0,106.0,854.0,12.0,28.9,12.7,-206.24
Terry Glenn,Steelers,23.0,4.0,0.0,3.0,1.0,10.0,10.0,0.0,1.0,33.3,10.0,3.3,0.3,2.5,0.0,2006.0,13137.0,19960007.0,1996.0,70.5,184.0,43210.0,2500816.0,71.0,196.0,21.75890410958904,11.0,5.0,0.688,389.0,258.0,131.0,16.0,5149.0,960.0,5.4,23.0,9.0,297.0,228.0,379.0,2926.0,21.0,14.0,7.1,144.0,549.0,2223.0,21.0,4.0,120.0,99.0,876.0,33.0,36.1,10.9,-59.51
Kelly Campbell,Commanders,32.0,5.0,0.0,4.0,1.0,25.0,25.0,0.0,1.0,25.0,25.0,6.3,0.2,5.0,0.0,2006.0,14910.0,20020474.0,2002.0,70.1,171.0,30332.0,2504858.0,70.0,175.0,21.756164383561643,10.0,6.0,0.625,359.0,293.0,66.0,16.0,5289.0,1037.0,5.1,27.0,16.0,301.0,278.0,481.0,3106.0,25.0,11.0,6.1,166.0,525.0,2183.0,15.0,4.2,114.0,108.0,925.0,21.0,29.7,13.0,-118.86
Ernest Wilford,Raiders,28.0,4.0,0.0,4.0,1.0,19.0,19.0,0.0,1.0,25.0,19.0,4.8,0.3,4.8,0.0,2006.0,15650.0,20040120.0,2004.0,75.6,226.0,24061.0,2506089.0,76.0,235.0,25.293150684931508,4.0,12.0,0.25,290.0,383.0,-93.0,16.0,4951.0,997.0,5.0,23.0,9.0,294.0,316.0,591.0,3582.0,21.0,14.0,5.6,189.0,361.0,1369.0,11.0,3.8,80.0,147.0,1132.0,25.0,28.4,11.5,-147.25
Michael Lewis,Falcons,24.0,15.0,0.0,1.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,15024.0,20020058.0,2002.0,73.1,211.0,80309.0,2505055.0,73.0,222.0,21.98904109589041,8.0,8.0,0.5,351.0,341.0,10.0,16.0,5225.0,1021.0,5.1,29.0,16.0,313.0,247.0,451.0,2679.0,19.0,13.0,5.5,149.0,531.0,2546.0,17.0,4.8,139.0,114.0,1043.0,25.0,31.6,13.2,-80.52
Andre King,Rams,30.0,16.0,0.0,2.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,14735.0,20010245.0,2001.0,71.9,199.0,33124.0,2504668.0,71.0,195.0,27.41917808219178,6.0,10.0,0.375,363.0,429.0,-66.0,16.0,5571.0,1025.0,5.4,37.0,13.0,314.0,392.0,599.0,4036.0,23.0,24.0,6.3,209.0,380.0,1535.0,13.0,4.0,82.0,131.0,941.0,23.0,32.3,18.5,-103.69
Alex Bannister,Chargers,26.0,16.0,0.0,2.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226307189542484,2006.0,14613.0,20010140.0,2001.0,76.6,201.0,40475.0,2504617.0,77.0,207.0,22.01095890410959,9.0,7.0,0.563,418.0,312.0,106.0,16.0,5567.0,1022.0,5.4,28.0,12.0,337.0,338.0,526.0,3495.0,27.0,16.0,6.3,191.0,465.0,2072.0,22.0,4.5,116.0,110.0,890.0,30.0,39.3,13.5,-38.32
Devard Darling,Jaguars,24.0,4.0,0.0,1.0,0.0,0.0,12.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,15457.0,20040082.0,2004.0,73.1,213.0,99164.0,2505939.0,73.0,213.0,22.03835616438356,12.0,4.0,0.75,361.0,269.0,92.0,16.0,5149.0,1021.0,5.0,17.0,11.0,301.0,283.0,487.0,3190.0,21.0,6.0,6.1,170.0,502.0,1959.0,18.0,3.9,97.0,121.0,1006.0,34.0,32.1,8.3,-117.95
Derrick Mason,Bengals,30.0,16.0,15.0,169.0,112.0,1143.0,10.2,12.0,69.0,56.8,42.0,6.8,7.0,71.4,2.0,2007.0,13524.0,19970098.0,1997.0,70.8,193.0,48824.0,2501898.0,70.0,197.0,23.26849315068493,8.0,8.0,0.5,373.0,331.0,42.0,16.0,5462.0,994.0,5.5,24.0,11.0,313.0,327.0,523.0,3833.0,28.0,13.0,6.9,200.0,435.0,1629.0,14.0,3.7,88.0,92.0,717.0,25.0,35.6,12.2,-89.47
Chad Johnson,Patriots,26.0,16.0,13.0,145.0,112.0,1175.0,10.5,8.0,65.0,66.2,42.0,8.1,7.0,73.4,3.0,2007.0,14725.0,20010036.0,2001.0,73.0,192.0,97331.0,2504651.0,73.0,188.0,23.295890410958904,12.0,4.0,0.75,385.0,237.0,148.0,16.0,5369.0,1055.0,5.1,27.0,15.0,330.0,326.0,527.0,3400.0,25.0,12.0,6.1,181.0,499.0,1969.0,20.0,3.9,121.0,98.0,940.0,28.0,34.4,13.8,-76.38
Torry Holt,Colts,29.0,16.0,16.0,156.0,104.0,1510.0,14.5,10.0,72.0,61.5,64.0,9.7,6.5,94.4,3.0,2007.0,14110.0,19990006.0,1999.0,72.3,192.0,27607.0,2501229.0,72.0,200.0,22.87945205479452,12.0,4.0,0.75,427.0,360.0,67.0,16.0,6070.0,1011.0,6.0,19.0,10.0,376.0,362.0,557.0,4308.0,31.0,9.0,7.5,241.0,439.0,1762.0,17.0,4.0,112.0,86.0,718.0,23.0,47.4,10.9,26.73
Muhsin Muhammad,Broncos,23.0,16.0,16.0,170.0,102.0,1325.0,13.0,7.0,71.0,52.4,68.0,7.8,6.4,82.8,3.0,2007.0,13243.0,19960043.0,1996.0,73.8,217.0,48824.0,2502231.0,74.0,215.0,22.975342465753425,9.0,7.0,0.563,319.0,305.0,14.0,16.0,4951.0,973.0,5.1,30.0,12.0,285.0,256.0,454.0,2799.0,20.0,18.0,5.8,151.0,488.0,2152.0,12.0,4.4,106.0,67.0,478.0,28.0,30.7,14.6,-139.19
Laveranues Coles,Cardinals,24.0,15.0,15.0,167.0,100.0,1409.0,14.1,10.0,70.0,55.1,48.0,8.4,6.7,93.9,3.0,2007.0,14392.0,20000078.0,2000.0,71.3,192.0,32306.0,2503902.0,71.0,200.0,22.30958904109589,5.0,11.0,0.313,314.0,389.0,-75.0,16.0,5000.0,999.0,5.0,30.0,13.0,298.0,322.0,545.0,3662.0,17.0,17.0,6.3,187.0,419.0,1338.0,12.0,3.2,84.0,117.0,937.0,27.0,32.2,15.3,-95.61
Javon Walker,Steelers,24.0,16.0,14.0,143.0,98.0,1202.0,12.3,11.0,64.0,61.5,45.0,8.4,6.1,75.1,1.0,2007.0,15118.0,20020020.0,2002.0,74.8,210.0,32306.0,2505023.0,75.0,215.0,23.53150684931507,8.0,8.0,0.5,353.0,315.0,38.0,16.0,5725.0,1041.0,5.5,37.0,14.0,327.0,312.0,523.0,3733.0,23.0,23.0,6.5,201.0,469.0,1992.0,16.0,4.2,100.0,69.0,611.0,26.0,31.4,18.1,-76.32
Eric Moulds,Patriots,30.0,16.0,16.0,160.0,98.0,1493.0,15.2,23.0,74.0,58.8,65.0,9.3,6.1,93.3,0.0,2007.0,13242.0,19960024.0,1996.0,72.9,204.0,39762.0,2502226.0,74.0,225.0,22.775342465753425,12.0,4.0,0.75,385.0,237.0,148.0,16.0,5369.0,1055.0,5.1,27.0,15.0,330.0,326.0,527.0,3400.0,25.0,12.0,6.1,181.0,499.0,1969.0,20.0,3.9,121.0,98.0,940.0,28.0,34.4,13.8,-76.38
Marvin Harrison,Seahawks,34.0,16.0,13.0,134.0,94.0,1147.0,12.2,6.0,62.0,62.7,49.0,8.6,5.9,71.7,1.0,2007.0,13157.0,19960019.0,1996.0,71.9,181.0,13244.0,2501062.0,72.0,185.0,23.66849315068493,9.0,7.0,0.563,335.0,341.0,-6.0,16.0,4977.0,1045.0,4.8,34.0,12.0,312.0,292.0,512.0,3054.0,26.0,22.0,5.4,167.0,484.0,1923.0,8.0,4.0,112.0,94.0,700.0,33.0,29.9,17.3,-202.3
Hines Ward,Panthers,28.0,15.0,15.0,148.0,87.0,1002.0,11.5,7.0,45.0,44.6,74.0,6.8,5.8,66.8,1.0,2007.0,13944.0,19980092.0,1998.0,71.6,195.0,30602.0,2503532.0,72.0,205.0,22.126027397260277,8.0,8.0,0.5,270.0,305.0,-35.0,16.0,4923.0,994.0,5.0,27.0,10.0,278.0,325.0,539.0,3264.0,19.0,17.0,5.7,158.0,423.0,1659.0,7.0,3.9,100.0,103.0,744.0,20.0,25.4,12.7,-128.23
Andre Johnson,Falcons,26.0,16.0,15.0,137.0,83.0,1202.0,14.5,6.0,52.0,51.1,69.0,8.8,5.2,75.1,3.0,2007.0,13184.0,19960030.0,1996.0,77.5,309.0,16802.0,2501408.0,77.0,314.0,22.66849315068493,7.0,9.0,0.438,292.0,328.0,-36.0,16.0,5310.0,1000.0,5.3,20.0,5.0,287.0,222.0,416.0,2371.0,21.0,15.0,5.1,133.0,537.0,2939.0,9.0,5.5,134.0,96.0,877.0,20.0,28.8,10.9,-100.14
Rod Smith,Jets,25.0,15.0,15.0,127.0,82.0,1130.0,13.8,2.0,50.0,52.0,50.0,8.9,5.5,75.3,1.0,2007.0,10533.0,19880882.0,1988.0,71.8,197.0,68588.0,2503757.7671509283,72.0,197.0,22.551298550532355,10.0,6.0,0.625,316.0,295.0,21.0,16.0,4891.0,1013.0,4.8,25.0,9.0,289.0,313.0,488.0,3153.0,17.0,16.0,6.0,161.0,491.0,1738.0,15.0,3.5,99.0,70.0,560.0,29.0,31.8,13.6,-133.92
Terrell Owens,Packers,32.0,15.0,14.0,122.0,82.0,1048.0,12.8,2.0,49.0,60.7,47.0,8.6,5.5,69.9,1.0,2007.0,13258.0,19960089.0,1996.0,74.9,213.0,37403.0,2502377.0,75.0,224.0,22.383561643835616,8.0,8.0,0.5,301.0,366.0,-65.0,16.0,5458.0,1085.0,5.0,33.0,15.0,301.0,350.0,630.0,3795.0,18.0,18.0,5.8,185.0,431.0,1663.0,9.0,3.9,93.0,90.0,689.0,23.0,26.6,16.1,-185.35
Jimmy Smith,Cowboys,34.0,15.0,15.0,141.0,81.0,1355.0,16.7,15.0,67.0,54.6,52.0,9.6,5.4,90.3,0.0,2007.0,12002.0,19920036.0,1992.0,72.8,200.0,39217.0,2503028.0,73.0,202.0,23.22465753424657,9.0,7.0,0.563,425.0,350.0,75.0,16.0,5772.0,1015.0,5.7,30.0,9.0,336.0,310.0,506.0,3836.0,26.0,21.0,7.1,197.0,472.0,1936.0,21.0,4.1,107.0,100.0,939.0,32.0,38.1,15.3,-35.15
Keyshawn Johnson,Lions,26.0,16.0,7.0,127.0,79.0,943.0,11.9,6.0,47.0,53.5,49.0,7.4,4.9,58.9,3.0,2007.0,13187.0,19960001.0,1996.0,75.3,220.0,90089.0,2501435.0,76.0,211.0,23.76164383561644,3.0,13.0,0.188,305.0,398.0,-93.0,16.0,4949.0,963.0,5.1,39.0,17.0,290.0,372.0,596.0,3820.0,21.0,22.0,5.8,208.0,304.0,1129.0,9.0,3.7,53.0,116.0,939.0,29.0,31.9,21.1,-187.39
Chris Chambers,Eagles,29.0,16.0,16.0,135.0,77.0,1110.0,14.4,6.0,49.0,51.1,75.0,8.2,4.8,69.4,0.0,2007.0,14647.0,20010052.0,2001.0,71.6,210.0,53706.0,2504695.0,71.0,210.0,22.70684931506849,10.0,6.0,0.625,398.0,328.0,70.0,16.0,6103.0,988.0,6.2,24.0,15.0,312.0,323.0,544.0,4119.0,31.0,9.0,7.2,189.0,416.0,1984.0,13.0,4.8,106.0,112.0,983.0,17.0,33.9,11.5,-32.03
Eddie Kennison,Cardinals,27.0,12.0,11.0,99.0,71.0,853.0,12.0,9.0,43.0,58.6,44.0,8.6,5.9,71.1,2.0,2007.0,13198.0,19960018.0,1996.0,71.4,191.0,70803.0,2501598.0,73.0,201.0,23.263013698630136,5.0,11.0,0.313,314.0,389.0,-75.0,16.0,5000.0,999.0,5.0,30.0,13.0,298.0,322.0,545.0,3662.0,17.0,17.0,6.3,187.0,419.0,1338.0,12.0,3.2,84.0,117.0,937.0,27.0,32.2,15.3,-95.61
Antonio Bryant,Steelers,31.0,13.0,13.0,113.0,71.0,732.0,10.3,7.0,47.0,54.9,25.0,6.5,5.5,56.3,0.0,2007.0,14904.0,20020063.0,2002.0,73.3,188.0,15260.0,2505061.0,73.0,211.0,21.12876712328767,8.0,8.0,0.5,353.0,315.0,38.0,16.0,5725.0,1041.0,5.5,37.0,14.0,327.0,312.0,523.0,3733.0,23.0,23.0,6.5,201.0,469.0,1992.0,16.0,4.2,100.0,69.0,611.0,26.0,31.4,18.1,-76.32
Anquan Boldin,Giants,30.0,16.0,16.0,141.0,70.0,1025.0,14.6,12.0,50.0,45.4,60.0,7.3,4.4,64.1,0.0,2007.0,15157.0,20030054.0,2003.0,72.6,216.0,32306.0,2505587.0,73.0,220.0,22.575342465753423,8.0,8.0,0.5,355.0,362.0,-7.0,16.0,5214.0,1003.0,5.2,28.0,10.0,304.0,301.0,523.0,3058.0,24.0,18.0,5.6,163.0,455.0,2156.0,14.0,4.7,120.0,101.0,881.0,21.0,32.6,13.7,-108.77
Johnnie Morton,Texans,26.0,16.0,15.0,106.0,65.0,800.0,12.3,4.0,43.0,54.7,46.0,7.5,4.1,50.0,0.0,2007.0,12638.0,19940021.0,1994.0,71.9,189.0,90089.0,2502213.0,72.0,193.0,22.56164383561644,6.0,10.0,0.375,267.0,366.0,-99.0,16.0,4463.0,955.0,4.7,25.0,12.0,282.0,329.0,481.0,2778.0,14.0,13.0,5.3,156.0,431.0,1685.0,13.0,3.9,106.0,90.0,761.0,20.0,27.2,13.6,-127.87
Dennis Northcutt,Lions,26.0,12.0,12.0,105.0,64.0,838.0,13.1,5.0,34.0,51.4,91.0,8.0,5.3,69.8,2.0,2007.0,14522.0,20000032.0,2000.0,70.4,175.0,85721.0,2504261.0,71.0,172.0,22.328767123287676,3.0,13.0,0.188,305.0,398.0,-93.0,16.0,4949.0,963.0,5.1,39.0,17.0,290.0,372.0,596.0,3820.0,21.0,22.0,5.8,208.0,304.0,1129.0,9.0,3.7,53.0,116.0,939.0,29.0,31.9,21.1,-187.39
Roy Williams,Buccaneers,31.0,15.0,10.0,86.0,62.0,722.0,11.6,1.0,37.0,61.6,56.0,8.4,4.1,48.1,3.0,2007.0,15132.0,20020008.0,2002.0,72.4,219.0,73019.0,2505013.0,72.0,222.0,21.695890410958903,4.0,12.0,0.25,211.0,353.0,-142.0,16.0,4321.0,972.0,4.4,32.0,14.0,237.0,296.0,535.0,2798.0,14.0,18.0,4.9,133.0,404.0,1523.0,6.0,3.8,82.0,87.0,732.0,22.0,19.5,16.3,-287.73
Rod Gardner,Eagles,26.0,16.0,14.0,111.0,61.0,780.0,12.8,4.0,38.0,49.5,45.0,7.0,3.8,48.8,1.0,2007.0,14682.0,20010015.0,2001.0,74.3,219.0,29631.0,2504772.0,74.0,219.0,23.5013698630137,10.0,6.0,0.625,398.0,328.0,70.0,16.0,6103.0,988.0,6.2,24.0,15.0,312.0,323.0,544.0,4119.0,31.0,9.0,7.2,189.0,416.0,1984.0,13.0,4.8,106.0,112.0,983.0,17.0,33.9,11.5,-32.03
Amani Toomer,Lions,30.0,16.0,10.0,91.0,61.0,664.0,10.9,1.0,37.0,58.2,49.0,7.3,3.8,41.5,0.0,2007.0,13317.0,19960034.0,1996.0,74.9,197.0,48109.0,2503377.0,75.0,203.0,21.63013698630137,3.0,13.0,0.188,305.0,398.0,-93.0,16.0,4949.0,963.0,5.1,39.0,17.0,290.0,372.0,596.0,3820.0,21.0,22.0,5.8,208.0,304.0,1129.0,9.0,3.7,53.0,116.0,939.0,29.0,31.9,21.1,-187.39
Ronald Curry,Texans,26.0,9.0,9.0,86.0,60.0,851.0,14.2,8.0,39.0,66.3,77.0,9.9,6.7,94.6,1.0,2007.0,14927.0,20020235.0,2002.0,73.9,220.0,27599.0,2505200.0,74.0,210.0,22.912328767123288,6.0,10.0,0.375,267.0,366.0,-99.0,16.0,4463.0,955.0,4.7,25.0,12.0,282.0,329.0,481.0,2778.0,14.0,13.0,5.3,156.0,431.0,1685.0,13.0,3.9,106.0,90.0,761.0,20.0,27.2,13.6,-127.87
Ike Hilliard,Giants,33.0,16.0,15.0,104.0,59.0,760.0,12.9,3.0,42.0,53.8,40.0,7.3,3.7,47.5,0.0,2007.0,13467.0,19970007.0,1997.0,71.9,189.0,32611.0,2501173.0,71.0,210.0,21.052054794520547,8.0,8.0,0.5,355.0,362.0,-7.0,16.0,5214.0,1003.0,5.2,28.0,10.0,304.0,301.0,523.0,3058.0,24.0,18.0,5.6,163.0,455.0,2156.0,14.0,4.7,120.0,101.0,881.0,21.0,32.6,13.7,-108.77
Randy Moss,Buccaneers,36.0,15.0,15.0,98.0,57.0,1014.0,17.8,6.0,37.0,53.1,69.0,10.3,3.8,67.6,0.0,2007.0,13847.0,19980021.0,1998.0,75.6,194.0,25755.0,2502220.0,76.0,210.0,21.18904109589041,4.0,12.0,0.25,211.0,353.0,-142.0,16.0,4321.0,972.0,4.4,32.0,14.0,237.0,296.0,535.0,2798.0,14.0,18.0,4.9,133.0,404.0,1523.0,6.0,3.8,82.0,87.0,732.0,22.0,19.5,16.3,-287.73
Marcus Robinson,Raiders,28.0,16.0,13.0,97.0,55.0,717.0,13.0,4.0,35.0,47.4,49.0,7.4,3.4,44.8,0.0,2007.0,13579.0,19970108.0,1997.0,75.4,213.0,29208.0,2502705.0,75.0,215.0,22.156164383561645,2.0,14.0,0.125,168.0,332.0,-164.0,16.0,3939.0,949.0,4.2,46.0,22.0,243.0,263.0,483.0,2420.0,7.0,24.0,4.4,144.0,394.0,1519.0,5.0,3.9,73.0,111.0,847.0,26.0,16.7,25.0,-358.27
Cedrick Wilson,Bills,26.0,16.0,16.0,113.0,55.0,849.0,15.4,5.0,37.0,42.5,85.0,7.5,3.4,53.1,0.0,2007.0,14863.0,20010169.0,2001.0,69.8,179.0,37998.0,2504701.0,70.0,183.0,22.35890410958904,7.0,9.0,0.438,300.0,311.0,-11.0,16.0,4271.0,898.0,4.8,29.0,15.0,234.0,268.0,431.0,2719.0,19.0,14.0,5.7,132.0,420.0,1552.0,9.0,3.7,82.0,87.0,629.0,20.0,27.4,15.1,-160.68
